"table","primary_key","column","old_value","new_value","reason","evidence_type","evidence_source"
"results","1134|832","milliseconds","20321","4816835","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|839","milliseconds","53078","4849592","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|840","milliseconds","63537","4860051","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|842","milliseconds","64891","4861405","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|844","milliseconds","9075","4805589","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|846","milliseconds","10376","4806890","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|847","milliseconds","4797566","4797040","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|848","milliseconds","64177","4860691","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|852","milliseconds","77263","4873777","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|857","milliseconds","1699","4798213","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1134|858","milliseconds","86583","4883097","Russell won on track then was disqualified; Kaggle kept gaps relative to him, leaving the classified winner with time=+0.526. Official: Hamilton 1:19:57.566, Piastri +0.647, Leclerc +8.023.","official","https://www.formula1.com/en/results/2024/races/1242/belgium/race-result"
"results","1135|4","milliseconds","","5459052","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|807","milliseconds","","5464733","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|817","milliseconds","","5466586","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|822","milliseconds","","5448767","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|825","milliseconds","","5511226","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|839","milliseconds","","5492397","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|840","milliseconds","","5471231","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|842","milliseconds","","5454123","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|848","milliseconds","","5486230","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|852","milliseconds","","5510665","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|855","milliseconds","","5481538","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1135|858","milliseconds","","5510058","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1136|807","milliseconds","","4511597","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1136|822","milliseconds","","4507938","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1136|839","milliseconds","","4493386","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1136|840","milliseconds","","4524235","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1136|842","milliseconds","","4499071","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1136|855","milliseconds","","4520782","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1137|815","milliseconds","","5321198","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1137|822","milliseconds","","5603402","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1137|832","milliseconds","","5321768","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1137|839","milliseconds","","5599351","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1137|840","milliseconds","","5001080","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|4","milliseconds","","6053444","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|807","milliseconds","","6055711","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|815","milliseconds","","6057195","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|817","milliseconds","","6142367","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|822","milliseconds","","6110400","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|825","milliseconds","","5811906","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|839","milliseconds","","6096576","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|840","milliseconds","","6100142","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|842","milliseconds","","6111630","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|852","milliseconds","","6061363","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|855","milliseconds","","6109791","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1138|861","milliseconds","","6058855","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1139|4","milliseconds","","5711365","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1139|822","milliseconds","","5743972","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1139|839","milliseconds","","5751751","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1139|840","milliseconds","","5726622","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1139|848","milliseconds","","5727731","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1139|852","milliseconds","","5717851","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1139|855","milliseconds","","5758879","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|807","milliseconds","","6058520","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|815","milliseconds","","6129084","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|822","milliseconds","","6098027","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|839","milliseconds","","6095463","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|840","milliseconds","","6080872","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|842","milliseconds","","6074387","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|855","milliseconds","","6117522","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|859","milliseconds","","6120266","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1140|861","milliseconds","","6093297","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1142|822","milliseconds","","4937254","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1142|839","milliseconds","","4928029","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1143|848","milliseconds","","5478292","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1144|825","milliseconds","","5270888","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1144|840","milliseconds","","5211764","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1144|848","milliseconds","","5204542","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1144|852","milliseconds","","5208029","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1144|855","milliseconds","","5210595","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1144|859","milliseconds","","5076949","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1144|862","milliseconds","","5219846","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1122|852","rank","15","18","Sargeant's and Tsunoda's fastest laps are swapped in Kaggle. Official: Sargeant lap 49 / 1:33.026 / rank 15, Tsunoda lap 44 / 1:33.523 / rank 18.","official","https://www.formula1.com/en/results/2024/races/1230/saudi-arabia/fastest-laps"
"results","1122|858","rank","18","15","Sargeant's and Tsunoda's fastest laps are swapped in Kaggle. Official: Sargeant lap 49 / 1:33.026 / rank 15, Tsunoda lap 44 / 1:33.523 / rank 18.","official","https://www.formula1.com/en/results/2024/races/1230/saudi-arabia/fastest-laps"
"results","1128|1","rank","0","1","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1128|4","rank","0","16","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1128|817","rank","0","15","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1128|822","rank","0","12","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1128|830","rank","0","2","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1128|832","rank","0","5","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1128|840","rank","0","13","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1128|842","rank","0","9","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1128|844","rank","0","6","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1128|846","rank","0","10","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1128|847","rank","0","7","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1128|848","rank","0","14","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1128|852","rank","0","4","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1128|855","rank","0","3","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1128|857","rank","0","11","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1128|858","rank","0","8","Kaggle has rank=0 for every driver in this race. Official fastest-lap ranking matches Jolpica (Sainz 5, Leclerc 6, Norris 10, Piastri 11).","official","https://www.formula1.com/en/results/2024/races/1236/monaco/fastest-laps"
"results","1121|807","time","","+17.632","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1121|817","time","","+8.958","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1121|822","time","","+1:23.230","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1121|825","time","","+8.316","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1121|839","time","","+31.450","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1121|842","time","","+32.417","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1121|848","time","","+11.886","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1121|852","time","","+9.482","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1121|855","time","","+6.759","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1121|858","time","","+20.795","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1122|815","time","+13.6431","+13.643","Kaggle time string has 4 decimal places (F1 times carry 3) and its milliseconds disagrees with winner-time + gap by ~5.8s.","official","https://www.formula1.com/en/results/2024/races/1230/saudi-arabia/race-result"
"results","1122|817","time","","+20.715","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1122|822","time","","+23.115","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1122|825","time","+1:45.7373","+1:45.737","Kaggle time string has 4 decimal places (F1 times carry 3) and its milliseconds disagrees with winner-time + gap by ~5.8s.","official","https://www.formula1.com/en/results/2024/races/1230/saudi-arabia/race-result"
"results","1122|839","time","","+4.001","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1122|852","time","","+10.533","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1122|855","time","","+29.553","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1122|858","time","","+6.785","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1123|817","time","","+11.508","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1123|822","time","","+42.326","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1123|825","time","","+4.081","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1123|839","time","","+53.979","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1123|842","time","","+40.953","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1123|848","time","","+5.009","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1123|855","time","","+44.293","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1124|807","time","","+7.168","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1124|822","time","","+18.893","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1124|825","time","","+17.919","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1124|839","time","","+41.152","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1124|840","time","","+11.233","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1124|842","time","","+55.066","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1124|852","time","","+1.602","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1124|858","time","","+1:12.765","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1127|4","time","","+1:15.124","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1127|807","time","","+25.277","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1127|817","time","","+27.661","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1127|822","time","","+56.343","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1127|825","time","","+26.434","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1127|839","time","","+43.907","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1127|842","time","","+49.715","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1127|852","time","","+17.856","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1127|855","time","","+44.933","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1127|858","time","","+51.051","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1128|4","time","","+3.854","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1128|817","time","","+4.264","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1128|822","time","","+4.488","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1128|840","time","","+5.967","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1128|842","time","","+1:00.241","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1128|848","time","","+54.052","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1128|852","time","","+39.487","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1128|855","time","","+55.260","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1128|858","time","","+9.026","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1129|855","time","","+53.528","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1130|4","time","","+9.497","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1130|817","time","","+44.050","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1130|822","time","","+53.313","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1130|825","time","","+54.788","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1130|840","time","","+25.252","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1130|848","time","","+58.149","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1130|852","time","","+1:08.904","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1130|855","time","","+15.476","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1130|858","time","","+4.866","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1131|4","time","","+47.660","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
"results","1131|822","time","","+19.375","Kaggle leaves this null; Jolpica supplies it and the value is consistent with the winner's time plus the stated gap.","internal","derived: winner_ms + gap == driver_ms"
